시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
춘의역(7호선),경기도,부천시,31050,경기도 부천시 길주로 지하 406,경기도 부천시 춘의동 145,37.50364409,126.7868664,지하1층 부천시 열린마당 옆,05:40,23:40,05:40,23:40,05:40,23:40,2,Y,Y,인천교통공사,02-6311-9582,2022-04-01,3860000,경기도 부천시
중동역(1호선),경기도,부천시,31050,경기도 부천시 중동로 73,경기도 부천시 송내동 632,37.48664063,126.7643531,2층 1번출구 엘리베이터 출구옆,05:40,23:40,05:40,23:40,05:40,23:40,2,Y,Y,부천부역장 이광일,032-665-7775,2022-04-01,3860000,경기도 부천시
부천역(1호선),경기도,부천시,31050,경기도 부천시 부천로 1,경기도 부천시 심곡본동 316-2,37.48403692,126.7826497,2층 고객센터 옆,05:40,23:40,05:40,23:40,05:40,23:40,2,Y,Y,부천부역장 이광일,032-665-7775,2022-04-01,3860000,경기도 부천시
심곡동행정복지센터,경기도,부천시,31050,경기도 부천시 부흥로424번길 25,경기도 부천시 심곡동 135-3,37.48741197,126.7870848,2층 민원실 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 부천시청 장애인담당,032-625-5076,2022-04-01,3860000,경기도 부천시
성곡동행정복지센터,경기도,부천시,31050,경기도 부천시 성오로 25,경기도 부천시 여월동 10-36,37.51675354,126.803195,별관 1층 엘리베이터 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 부천시청 장애인담당,032-625-7078,2022-04-01,3860000,경기도 부천시
상3주민지원센터,경기도,부천시,31050,경기도 부천시 상동로117번길 48,경기도 부천시 상동 528-5,37.50822292,126.7508681,1층 종합민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 부천시청 장애인담당,032-625-7671,2022-04-01,3860000,경기도 부천시
범안동현장민원실,경기도,부천시,31050,경기도 부천시 범안로129번길 17,경기도 부천시 범박동 155-4,37.47058724,126.809722,1층 민원실 입구 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 부천시청 장애인담당,032-625-7790,2022-04-01,3860000,경기도 부천시
보훈회관,경기도,부천시,31050,경기도 부천시 부일로431번길 40,경기도 부천시 심곡동 407-7,37.48828138,126.7787173,1층 안보전시실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,보훈회관,032-661-3003,2022-04-01,3860000,경기도 부천시
상동종합사회복지관(상동어울마당),경기도,부천시,31050,경기도 부천시 석천로16번길 50,경기도 부천시 상동 318-1,37.48887035,126.7627794,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,상동종합사회복지관(상동어울마당),032-252-0631,2022-04-01,3860000,경기도 부천시
고강종합사회복지관,경기도,부천시,31050,경기도 부천시 고리울로 79,경기도 부천시 고강동 324-4,37.52706253,126.8248197,1층 현관 안 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,최상철 실장,032-210-0011,2022-04-01,3860000,경기도 부천시
전동휠체어급속충전기,인천광역시,강화군,35700,인천광역시 강화군 강화읍 강화대로 373,인천광역시 강화군 강화읍 신문리 10-10,37.74410187,126.4886289,강화군장애인회관,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318,2022-03-29,3570000,인천광역시 강화군
전동휠체어급속충전기,인천광역시,강화군,35700,인천광역시 강화군 강화읍 충렬사로 63,인천광역시 강화군 강화읍 남산리 356,37.73443166,126.4824918,강화군장애인복지관,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318,2022-03-29,3570000,인천광역시 강화군
전동휠체어급속충전기,인천광역시,강화군,35700,인천광역시 강화군 강화읍 강화대로440번길 10,인천광역시 강화군 강화읍 관청리 551,37.74815636,126.4835215,강화읍사무소,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318,2022-03-29,3570000,인천광역시 강화군
전동휠체어급속충전기,인천광역시,강화군,35700,인천광역시 강화군 길상면 강화동로 15,인천광역시 강화군 길상면 온수리 502-3,37.64035969,126.4910236,길상면사무소,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318,2022-03-29,3570000,인천광역시 강화군
상봉동(현장민원실),경상남도,진주시,48170,경상남도 진주시 비봉로 85번길 12,경상남도 진주시 상봉동 858-17,35.19828938,128.078099,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
신안동행정복지센터,경상남도,진주시,48170,경상남도 진주시 진양호로 360(신안동),경상남도 진주시 신안동 439-1,35.18450386,128.069063,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
평거동행정복지센터,경상남도,진주시,48170,경상남도 진주시 평거로 40번길 5(평거동),경상남도 진주시 평거동 764,35.173896,128.0653978,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
중앙동행정복지센터,경상남도,진주시,48170,경상남도 진주시 진주대로 1032번길 14(동성동),경상남도 진주시 동성동 211-4,35.19206978,128.0861851,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
충무공동행정복지센터,경상남도,진주시,48170,경상남도 진주시 충의로 145(충무공동),경상남도 진주시 충무공동 277-3,35.17483252,128.1503074,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
진주성(박물관 앞 광장),경상남도,진주시,48170,경상남도 진주시 남강로 626 (본성동),경상남도 진주시 남성동 169-17,35.19043229,128.0802214,박물관 앞 광장,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
정촌면사무소,경상남도,진주시,48170,경상남도 진주시 정촌면 정촌로 57,경상남도 진주시 정촌면 화개리 976,35.13142591,128.1026083,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
하대동행정복지센터,경상남도,진주시,48170,경상남도 진주시 모덕로 305(하대동),경상남도 진주시 하대동 105-1,35.18934224,128.1273771,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
이현동행정복지센터,경상남도,진주시,48170,경상남도 진주시 평거로 287(이현동),경상남도 진주시 이현동 11-53,35.19278073,128.061797,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
초장동행정복지센터,경상남도,진주시,48170,경상남도 진주시 초장로14번길 14(초장동),경상남도 진주시 초전동 1645-8,35.204555,128.1146081,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
상대동행정복지센터,경상남도,진주시,48170,경상남도 진주시 동진로 189(상대동),경상남도 진주시 상대동 299-3,35.18031386,128.1119362,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
성북동행정복지센터,경상남도,진주시,48170,경상남도 진주시 진주대로1143번길 3(봉곡동),경상남도 진주시 봉곡동 6-25,35.195711,128.0782493,1층 민원실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경상남도 진주시청,055-749-8525,2022-06-15,5310000,경상남도 진주시
조천체육관,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 조천18길 11-1,제주특별자치도 제주시 조천읍 조천리 1176-1,33.53953614,126.6437192,정문 현관 로비앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
김만덕 기념관,제주특별자치도,제주시,50110,제주특별자치도 제주시 산지로 7,제주특별자치도 제주시 건입동 1164,33.51587533,126.5303898,후문로비 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
제주별빛누리공원,제주특별자치도,제주시,50110,제주특별자치도 제주시 선돌목동길 60,제주특별자치도 제주시 오등동 10-34,33.4445748,126.5491863,출입구 우측로비,15:00,23:00,15:00,23:00,15:00,23:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
운중동행정복지센터,경기도,성남시,41135,경기도 성남시 분당구 운중로 138번길 10,경기도 성남시 분당구 운중동 935,37.39058287,127.0778912,운중동행정복지센터,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,운중동행정복지센터,031-729-7970,2022-04-28,3780000,경기도 성남시
위례종합사회복지관,경기도,성남시,41131,경기도 성남시 수정구 위례광장로 311,경기도 성남시 수정구 창곡동 510,37.47122697,127.143736,위례종합사회복지관,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,위례종합사회복지관,031-758-0701,2022-04-28,3780000,경기도 성남시
중앙도서관,경기도,성남시,41135,경기도 성남시 분당구 판교로 542,경기도 성남시 분당구 야탑동 622-1,37.40671897,127.1336235,중앙도서관,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,중앙도서관,031-729-4500,2022-04-28,3780000,경기도 성남시
중앙동행정복지센터,경기도,성남시,41133,경기도 성남시 중원구 광명로264번길 1,경기도 성남시 중원구 중앙동 708,37.44285798,127.1562974,중앙동행정복지센터,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,중앙동행정복지센터,031-729-6630,2022-04-28,3780000,경기도 성남시
중원도서관,경기도,성남시,41133,경기도 성남시 중원구 원터로17번길 46,경기도 성남시 중원구 성남동 3116-1,37.43022796,127.1401641,중원도서관,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,중원도서관,031-752-3913,2022-04-28,3780000,경기도 성남시
중원어린이도서관,경기도,성남시,41133,경기도 성남시 중원구 산성대로 408번길 42,경기도 성남시 중원구 금광동 3487,37.44762767,127.1631694,중원어린이도서관,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,중원어린이도서관,031-729-4350,2022-04-28,3780000,경기도 성남시
차량등록사업소,경기도,성남시,41135,경기도 성남시 분당구 야탑로 327,경기도 성남시 분당구 야탑동 135-5,37.40723853,127.1538966,차량등록사업소,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,차량등록사업소,1577-3100,2022-04-28,3780000,경기도 성남시
태평1동 복지회관,경기도,성남시,41131,경기도 성남시 수정구 성남대로 1314,경기도 성남시 수정구 태평동 5118,37.44722141,127.1271409,태평1동 복지회관,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,태평1동 복지회관,031-755-3677,2022-04-28,3780000,경기도 성남시
범천2동 주민센터,부산광역시,부산진구,26230,부산광역시 부산진구 신암로 48,부산광역시 부산진구 범천동 960-1,35.14651846,129.0562035,민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
부산진구노인장애인복지관,부산광역시,부산진구,26230,부산광역시 부산진구 전포대로300번길 6,부산광역시 부산진구 전포동 581,35.16404711,129.0658484,1층 정문 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
부산시민공원,부산광역시,부산진구,26230,부산광역시 부산진구 시민공원로 73,부산광역시 부산진구 범전동 200,35.16545076,129.0558558,다솜관 1층,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
동해선 부전역,부산광역시,부산진구,26230,부산광역시 부산진구 부전로 181,부산광역시 부산진구 부전동 280-76,35.16404282,129.0605026,대합실 맞이방,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
지하철 2호선 전포역,부산광역시,부산진구,26230,부산광역시 부산진구 전포대로 지하181,부산광역시 부산진구 전포동 870-1,35.15283807,129.0653617,엘리베이터 1호기 옆,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
부산어린이대공원,부산광역시,부산진구,26230,부산광역시 부산진구 새싹로 295,부산광역시 부산진구 초읍동 43,35.18250363,129.0466894,전기차충전소 옆,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 부산진구청 노인장애인복지과,051-605-4825,2022-05-19,3290000,부산광역시 부산진구
경기도 이천시청,경기도,이천시,41500,경기도 이천시 부악로 40 (중리동),,37.27212255,127.4350368,1층 로비,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,경기도 이천시청 민원봉사과,031-644-2132,2022-05-25,4070000,경기도 이천시
(사)한국지체장애인협회 이천시지회,경기도,이천시,41500,경기도 이천시 경충대로2697번길 306 (관고동),,37.27794091,127.4269307,사무실,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,(사)한국지체장애인협회 이천시지회,031-635-1359,2022-05-25,4070000,경기도 이천시
이천시장애인자립생활센터,경기도,이천시,41500,경기도 이천시 증신로 74 (갈산동),,37.28418013,127.4583815,사무실,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,이천시장애인자립생활센터,031-631-7874,2022-05-25,4070000,경기도 이천시
이천시장애인복지관,경기도,이천시,41500,경기도 이천시 신둔면 석동로 3,경기도 이천시 신둔면 지석리 138-13,37.31816091,127.423941,1층 현관 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,N,Y,이천시장애인복지관,031-637-6720,2022-05-25,4070000,경기도 이천시
이천시이삭장애인자립생활센터,경기도,이천시,41500,경기도 이천시 서희로39번길 4 (중리동),,37.27927506,127.4421668,사무실,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,이천시이삭장애인자립생활센터,031-694-9050,2022-05-25,4070000,경기도 이천시
중리동행정복지센터,경기도,이천시,41500,경기도 이천시 남천로 31(중리동),,37.27807,127.44178,1층 민원실,8:00,20:00,0:00,0:00,0:00,0:00,2,Y,Y,중리동행정복지센터,031-633-9003,2022-05-25,4070000,경기도 이천시
창전동행정복지센터,경기도,이천시,41500,경기도 이천시 영창로163번길22(창전동),,37.28288,127.44113,1층 민원실,8:00,20:00,0:00,0:00,0:00,0:00,2,N,Y,창전동행정복지센터,031-633-9001,2022-05-25,4070000,경기도 이천시
이천시장애인복지관(남부센터),경기도,이천시,41500,경기도 이천시 장호원읍 장감로 28,,37.11671,127.63127,사무실 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,N,N,이천시장애인복지관,031-637-6720,2022-05-25,4070000,경기도 이천시
